name;rating;convenience;security;functionality;comment 
Утятник 39;3.5;1;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Сеть 1;1.3;5;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мостки 79;0.1;4;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Замок 41;0.5;4;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верблюжатник 72;1.7;4;3;1;Это великолепное здание!
Бункер 60;1.8;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Гараж 6;3.3;2;1;4;Это здание представляет собой типичный образец современной архитектуры.
 Вилла 78;3.4;4;4;1;Это великолепное здание!
Верфь 76;2.4;5;3;2;Это здание очень функционально.
Хаус 80;2.7;2;1;1;Это здание имеет стандартную конструкцию.
Детский сад 62;1.3;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Университет 52;0.6;5;4;5;Это здание имеет стандартную конструкцию.
Ангар 29;4.7;5;3;2;Это здание имеет стандартную конструкцию.
Коттедж 44;0.5;2;3;5;Это здание представляет собой типичный образец современной архитектуры.
Утятник 39;4.0;3;3;3;Это здание не имеет особых архитектурных особенностей.
Цирк 24;1.3;3;5;2;Это здание имеет стандартную конструкцию.
Утятник 39;5.0;2;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 90;4.2;2;1;2;Это здание не имеет особых архитектурных особенностей.
Силок 64;1.1;2;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Дуплянка 76;2.9;2;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Архив 58;4.5;1;1;1;Это здание имеет стандартную конструкцию.
Архив 58;1.2;2;3;4;Это здание имеет стандартную конструкцию.
Утятник 39;0.5;4;3;5;Это великолепное здание!
Дуплянка 76;0.7;4;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 24;1.8;4;5;2;Это здание имеет стандартную конструкцию.
Бункер 39;0.1;4;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Док 39;4.2;3;5;2;Это здание не имеет особых архитектурных особенностей.
Верфь 58;2.7;2;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Док 39;0.4;5;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 39;1.2;5;2;5;У этого здания отличная архитектура.
Цирк 47;2.6;2;4;2;Это здание построено из стандартных строительных материалов.
Бункер 39;3.5;3;1;1;Это здание имеет стандартную конструкцию.
Театр 40;2.9;1;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
ТЭЦ 61;0.2;3;3;2;Это великолепное здание!
Цирк 24;0.5;1;2;1;Это здание очень функционально.
Скворечник 47;0.9;2;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Утятник 39;0.6;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Сеть 95;3.2;2;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верблюжатник 72;4.3;5;5;4;Это здание представляет собой типичный образец современной архитектуры.
Переправа 83;3.8;5;4;5;Это здание является примером функционального дизайна.
Университет 52;4.5;3;4;3;Это великолепное здание!
Коттедж 44;2.6;4;1;5;Это здание построено из стандартных строительных материалов.
Архив 58;3.9;2;3;4;Это здание представляет собой типичный образец современной архитектуры.
Больница 9;2.7;3;1;2;Это здание представляет собой типичный образец современной архитектуры.
Архив 58;0.7;2;1;3;Это здание имеет стандартную конструкцию.
Замок 41;0.4;4;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Институт 79;0.3;1;3;1;Это здание построено из стандартных строительных материалов.
Путепровод 49;0.5;2;4;3;Это здание представляет собой типичный образец современной архитектуры.
Коттедж 44;5.0;3;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 58;3.4;4;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 47;0.2;3;5;5;Это здание является примером функционального дизайна.
Коттедж 44;1.7;4;1;5;Это здание имеет стандартную конструкцию.
Чердак 89;2.4;2;1;3;Это великолепное здание!
Университет 52;2.9;4;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Тенета 79;1.3;2;5;1;Это здание представляет собой типичный образец современной архитектуры.
Путепровод 49;3.7;5;2;3;Это здание не имеет особых архитектурных особенностей.
Муравейник 83;0.7;1;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Супермаркет 25;1.7;5;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Университет 52;3.0;4;3;1;Это великолепное здание!
Верфь 76;2.8;2;4;5;Это здание построено из стандартных строительных материалов.
Гусятник 3;2.0;5;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верблюжатник 72;1.1;4;5;3;Это здание очень функционально.
Ангар 29;2.4;5;5;4;Это здание имеет стандартную конструкцию.
Верблюжатник 72;0.3;4;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ангар 29;4.1;3;4;4;Это здание построено из стандартных строительных материалов.
Коттедж 44;3.6;2;5;3;Это здание построено из стандартных строительных материалов.
Детский сад 62;4.5;1;3;5;Это здание построено из стандартных строительных материалов.
ТЭЦ 61;2.2;1;5;5;Это здание построено из стандартных строительных материалов.
Коттедж 44;4.4;1;4;5;Это здание является примером функционального дизайна.
Мансарда 79;4.8;3;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Утятник 39;1.1;4;1;1;У этого здания отличная архитектура.
Больница 9;3.7;3;1;1;Это великолепное здание!
Тенета 79;4.7;2;2;1;Это здание не имеет особых архитектурных особенностей.
Скворечник 47;0.1;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Скворечник 47;0.8;3;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Цирк 24;0.4;1;5;5;Это здание представляет собой типичный образец современной архитектуры.
 Вилла 47;3.4;3;4;5;Это здание является примером функционального дизайна.
Муравейник 83;1.3;2;4;4;Это здание построено из стандартных строительных материалов.
Супермаркет 25;0.3;3;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мостки 79;5.0;5;3;1;У этого здания отличная архитектура.
Путепровод 49;1.0;2;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Академия 83;3.6;4;3;3;Это здание построено из стандартных строительных материалов.
Цирк 47;2.8;5;3;5;Это здание очень функционально.
Бункер 60;4.7;5;3;2;Это здание прекрасно вписывается в окружающий ландшафт.
Университет 52;2.9;3;3;1;Это здание представляет собой типичный образец современной архитектуры.
Бункер 39;4.4;4;4;4;У этого здания отличная архитектура.
Театр 40;0.6;2;1;2;Это здание не имеет особых архитектурных особенностей.
Улей 62;5.0;3;2;2;Это здание является примером функционального дизайна.
Больница 9;2.6;5;2;1;Это здание является примером функционального дизайна.
Док 39;0.8;4;1;4;Это здание построено из стандартных строительных материалов.
Док 39;3.5;5;4;2;У этого здания отличная архитектура.
Док 20;2.0;3;3;3;Это здание имеет стандартную конструкцию.
Гараж 6;0.2;3;4;2;Это здание построено из стандартных строительных материалов.
Сеть 1;4.3;5;4;1;Это здание не имеет особых архитектурных особенностей.
Гараж 6;2.1;1;3;4;Это здание очень функционально.
Док 20;3.1;2;3;4;Это здание очень функционально.
Чердак 89;4.3;4;4;1;Это здание является примером функционального дизайна.
ТЭЦ 61;3.4;5;1;3;Это здание не имеет особых архитектурных особенностей.
Силок 64;3.6;2;5;1;Это здание очень функционально.
Силок 64;0.1;3;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Детский сад 62;3.9;1;1;2;Это великолепное здание!
Ресторан 7;3.2;2;2;5;Это великолепное здание!
Бункер 60;0.3;3;4;2;Это здание имеет стандартную конструкцию.
Институт 79;0.2;4;3;5;Это здание является примером функционального дизайна.
Скворечник 47;0.2;3;4;2;Это здание построено из стандартных строительных материалов.
Детский сад 62;3.7;3;1;4;У этого здания отличная архитектура.
Мостки 79;2.5;3;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 62;2.6;5;1;5;Мне нравится дизайн этого здания.
Мансарда 79;1.0;4;5;1;Это здание построено из стандартных строительных материалов.
Академия 83;2.6;4;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 89;3.9;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Скворечник 47;0.2;5;4;1;Это здание не имеет особых архитектурных особенностей.
Особняк 89;0.3;1;2;3;Это здание построено из стандартных строительных материалов.
Сеть 95;1.5;2;1;2;Мне нравится дизайн этого здания.
Убежище 86;4.0;4;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Скворечник 47;3.9;2;3;5;У этого здания отличная архитектура.
Хаус 80;3.6;3;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Чердак 89;3.3;3;2;2;У этого здания отличная архитектура.
Хаус 80;0.3;4;3;2;Это здание не имеет особых архитектурных особенностей.
Ангар 29;4.8;5;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Больница 9;2.8;4;5;3;Это здание построено из стандартных строительных материалов.
Театр 95;2.1;3;2;3;Это здание построено из стандартных строительных материалов.
Бункер 60;1.9;4;2;2;Это великолепное здание!
Верфь 58;2.8;1;2;3;Это здание является примером функционального дизайна.
Силок 64;4.3;5;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Больница 9;2.4;3;1;2;Это великолепное здание!
 Вилла 47;0.7;3;3;1;Это здание не имеет особых архитектурных особенностей.
Верфь 76;2.8;5;3;2;Мне нравится дизайн этого здания.
Цирк 47;3.1;1;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Скворечник 47;3.0;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 61;4.5;1;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Коттедж 44;3.3;3;4;4;У этого здания отличная архитектура.
Супермаркет 25;4.5;3;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Университет 52;2.6;1;2;3;Это здание имеет стандартную конструкцию.
Детский сад 62;3.9;1;1;4;Это здание не имеет особых архитектурных особенностей.
Сеть 95;3.4;2;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 90;1.9;2;2;5;Это здание очень функционально.
Улей 62;2.1;1;5;1;Это здание построено из стандартных строительных материалов.
Гусятник 3;3.0;2;2;3;Это здание представляет собой типичный образец современной архитектуры.
Мостки 79;3.8;3;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гараж 6;1.5;5;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 47;1.8;1;1;3;Это здание очень функционально.
Замок 41;0.9;2;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Бункер 60;1.9;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 76;4.0;2;2;1;Это здание является примером функционального дизайна.
Особняк 60;0.2;4;1;2;Это здание не имеет особых архитектурных особенностей.
Ресторан 7;4.4;1;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Супермаркет 25;1.7;4;2;4;Это здание построено из стандартных строительных материалов.
 Вилла 47;2.7;2;4;4;Это здание является примером функционального дизайна.
Утятник 39;2.3;4;5;4;Это здание представляет собой типичный образец современной архитектуры.
Театр 40;1.5;4;2;3;Это здание является примером функционального дизайна.
Термитник 49;3.1;1;4;4;Это здание построено из стандартных строительных материалов.
Док 20;3.9;4;4;3;Это здание построено из стандартных строительных материалов.
Супермаркет 25;2.9;4;1;3;Это здание имеет стандартную конструкцию.
Утятник 39;1.4;4;2;5;Мне нравится дизайн этого здания.
Силок 64;1.2;3;2;5;Это здание построено из стандартных строительных материалов.
Мансарда 79;4.1;5;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
ТЭЦ 61;3.6;3;4;1;Это здание не имеет особых архитектурных особенностей.
Верфь 76;3.8;3;4;3;Это здание имеет стандартную конструкцию.
Муравейник 83;1.3;1;5;2;Это великолепное здание!
Скворечник 47;1.5;3;5;3;Это великолепное здание!
Цирк 11;3.6;3;3;4;Это здание построено из стандартных строительных материалов.
Цирк 47;5.0;3;3;2;Это здание имеет стандартную конструкцию.
Муравейник 92;0.3;2;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Силок 64;1.9;1;1;4;Это здание имеет стандартную конструкцию.
Верфь 58;1.2;5;3;4;Это здание представляет собой типичный образец современной архитектуры.
Университет 52;2.1;3;2;5;Это здание имеет стандартную конструкцию.
Детский сад 62;4.0;2;1;3;Это здание не имеет особых архитектурных особенностей.
 Вилла 78;3.7;5;2;3;У этого здания отличная архитектура.
Виадук 40;3.4;3;2;5;Это здание имеет стандартную конструкцию.
Мансарда 79;2.5;2;1;2;Это здание очень функционально.
Ферма 90;3.3;5;2;1;Это здание не имеет особых архитектурных особенностей.
Путепровод 49;3.0;4;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Супермаркет 25;4.7;4;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Бункер 39;3.8;2;5;5;Это великолепное здание!
Сеть 1;4.7;1;2;2;Это здание имеет стандартную конструкцию.
Ангар 29;1.7;4;3;2;Это здание представляет собой типичный образец современной архитектуры.
Сеть 1;2.6;3;3;2;Это здание имеет стандартную конструкцию.
Супермаркет 25;0.1;4;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Театр 95;2.6;5;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
ТЭЦ 61;1.8;3;4;4;Это здание имеет стандартную конструкцию.
Больница 9;3.4;2;1;1;Это здание имеет стандартную конструкцию.
Институт 79;3.6;1;5;3;Это великолепное здание!
Утятник 39;3.2;5;5;5;У этого здания отличная архитектура.
Утятник 39;1.0;3;5;5;Это здание построено из стандартных строительных материалов.
ТЭЦ 61;0.2;1;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Детский сад 62;0.9;2;1;1;Это здание имеет стандартную конструкцию.
Академия 83;0.1;4;1;2;Это здание имеет стандартную конструкцию.
Путепровод 49;2.2;1;4;1;Это здание является примером функционального дизайна.
Театр 95;0.1;2;4;2;Это здание не имеет особых архитектурных особенностей.
Термитник 49;3.3;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Детский сад 62;3.2;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Гараж 6;4.6;4;1;1;Это здание построено из стандартных строительных материалов.
Больница 9;0.5;5;4;4;У этого здания отличная архитектура.
Коттедж 44;3.2;2;5;2;Это здание очень функционально.
Коттедж 44;0.8;4;5;2;Мне нравится дизайн этого здания.
Чердак 89;4.8;5;3;3;Это здание имеет стандартную конструкцию.
Бункер 60;5.0;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Ферма 90;3.1;3;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Гараж 6;1.6;5;1;3;Это здание является примером функционального дизайна.
Ангар 29;0.6;2;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Термитник 49;1.7;1;4;5;Это здание не имеет особых архитектурных особенностей.
Док 39;3.0;2;2;1;Это здание представляет собой типичный образец современной архитектуры.
Коттедж 44;1.7;2;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Детский сад 62;1.0;2;3;4;Это здание очень функционально.
Детский сад 62;2.8;1;2;5;Это здание не имеет особых архитектурных особенностей.
Институт 79;4.8;4;2;5;Это здание является примером функционального дизайна.
Больница 9;1.9;1;4;5;Это здание построено из стандартных строительных материалов.
Сеть 95;4.9;3;3;3;Это великолепное здание!
Театр 40;0.8;1;3;4;У этого здания отличная архитектура.
Верфь 58;0.2;5;2;1;Это здание построено из стандартных строительных материалов.
Сеть 1;0.5;3;4;4;Это великолепное здание!
Гусятник 3;3.3;3;4;5;Это здание является примером функционального дизайна.
Замок 41;0.7;2;5;5;Это здание построено из стандартных строительных материалов.
Верблюжатник 72;1.3;3;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ферма 90;3.5;1;1;2;Это здание имеет стандартную конструкцию.
Бункер 39;0.3;5;4;3;Это здание представляет собой типичный образец современной архитектуры.
Логово 46;2.5;5;4;1;Это здание представляет собой типичный образец современной архитектуры.
Институт 79;2.0;1;4;5;Это здание построено из стандартных строительных материалов.
Скворечник 47;2.0;1;4;2;Это здание является примером функционального дизайна.
Сеть 95;0.1;1;3;2;Это здание представляет собой типичный образец современной архитектуры.
Цирк 24;1.2;2;5;3;Это здание имеет стандартную конструкцию.
Верфь 58;1.5;2;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Термитник 49;3.7;3;5;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Термитник 49;4.7;1;4;2;Это здание является примером функционального дизайна.
Утятник 39;4.6;2;4;2;Это здание имеет стандартную конструкцию.
Цирк 11;4.9;2;4;3;Это здание является примером функционального дизайна.
Супермаркет 25;4.6;4;1;5;Это здание является примером функционального дизайна.
Верфь 58;3.0;2;5;1;Это здание не имеет особых архитектурных особенностей.
Термитник 49;2.0;4;5;3;Это здание построено из стандартных строительных материалов.
Больница 9;1.5;4;5;2;Это великолепное здание!
Коттедж 44;3.3;4;1;4;Это здание представляет собой типичный образец современной архитектуры.
Замок 41;4.5;5;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Муравейник 83;2.0;1;4;5;Это здание построено из стандартных строительных материалов.
Мансарда 79;4.5;3;2;3;Мне нравится дизайн этого здания.
Гараж 6;1.5;3;5;4;Это здание построено из стандартных строительных материалов.
Виадук 40;0.1;1;5;2;Это здание имеет стандартную конструкцию.
Улей 62;1.9;1;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
 Вилла 78;1.9;3;4;3;Это здание является примером функционального дизайна.
Сеть 95;2.2;5;4;5;Это великолепное здание!
ТЭЦ 61;2.2;4;1;4;Это здание является примером функционального дизайна.
Институт 79;4.8;3;3;4;Это здание представляет собой типичный образец современной архитектуры.
 Вилла 78;1.7;2;2;2;Это здание не имеет особых архитектурных особенностей.
Порт 4;4.3;1;3;5;Это великолепное здание!
Лежбище 4;1.3;1;3;2;Это здание является примером функционального дизайна.
ТЭЦ 61;1.7;4;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Театр 40;1.7;1;2;2;Это здание очень функционально.
Супермаркет 25;3.9;4;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Муравейник 83;3.8;5;2;1;Это здание имеет стандартную конструкцию.
Цирк 24;2.2;2;5;1;Это здание не имеет особых архитектурных особенностей.
Ферма 90;2.1;2;3;3;Это здание не имеет особых архитектурных особенностей.
Верфь 76;2.4;5;5;1;У этого здания отличная архитектура.
Особняк 89;0.5;5;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Утятник 39;0.4;4;3;2;Это здание очень функционально.
Театр 40;0.4;2;5;2;У этого здания отличная архитектура.
Муравейник 83;5.0;5;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Замок 41;0.7;2;1;1;Это здание является примером функционального дизайна.
Виадук 40;1.4;1;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Гараж 6;4.8;3;3;2;У этого здания отличная архитектура.
Коттедж 44;1.0;2;1;4;Мне нравится дизайн этого здания.
ТЭЦ 61;2.6;2;4;1;Это здание имеет стандартную конструкцию.
Муравейник 92;3.0;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Улей 62;4.4;1;2;2;Мне нравится дизайн этого здания.
Лежбище 4;1.3;2;3;5;Это здание представляет собой типичный образец современной архитектуры.
Док 20;2.6;2;2;1;Это здание имеет стандартную конструкцию.
Верблюжатник 72;0.7;1;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ресторан 7;4.2;5;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Хаус 80;0.3;3;5;3;Это здание является примером функционального дизайна.
Хаус 80;5.0;4;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Супермаркет 25;4.7;1;5;2;Это здание имеет стандартную конструкцию.
Ресторан 7;1.1;2;1;3;Это великолепное здание!
Цирк 11;4.0;2;5;3;Это здание построено из стандартных строительных материалов.
Супермаркет 25;4.2;1;5;2;У этого здания отличная архитектура.
ТЭЦ 61;3.5;4;5;5;Это здание является примером функционального дизайна.
Улей 62;1.7;5;4;2;Это великолепное здание!
Утятник 39;2.4;2;1;2;Это здание очень функционально.
Ресторан 7;2.1;3;4;5;Мне нравится дизайн этого здания.
Ресторан 7;4.0;2;5;4;Это здание не имеет особых архитектурных особенностей.
Бункер 39;3.7;1;2;5;Это здание не имеет особых архитектурных особенностей.
Переправа 83;1.3;5;4;2;Это здание очень функционально.
Мансарда 79;4.7;1;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
 Вилла 47;3.3;5;1;5;Это здание представляет собой типичный образец современной архитектуры.
Порт 4;2.6;5;3;2;Это здание построено из стандартных строительных материалов.
Утятник 39;4.7;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Путепровод 49;5.0;2;4;3;Это здание является примером функционального дизайна.
Силок 64;4.5;5;5;5;Это здание очень функционально.
Театр 95;0.6;3;1;2;Это здание не имеет особых архитектурных особенностей.
Замок 41;4.4;4;4;1;У этого здания отличная архитектура.
Архив 58;3.0;4;3;1;Это здание построено из стандартных строительных материалов.
Док 39;0.1;3;1;5;Это здание построено из стандартных строительных материалов.
Мансарда 79;2.0;4;4;1;У этого здания отличная архитектура.
Утятник 39;1.7;4;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Порт 4;4.5;3;4;1;Это здание имеет стандартную конструкцию.
Театр 40;2.1;4;2;3;У этого здания отличная архитектура.
Док 39;0.9;2;4;2;Это здание построено из стандартных строительных материалов.
Замок 41;1.0;3;5;5;Это здание является примером функционального дизайна.
Утятник 39;1.4;1;2;3;Это здание не имеет особых архитектурных особенностей.
Институт 79;2.6;2;1;2;Это здание построено из стандартных строительных материалов.
Лежбище 4;2.9;2;3;4;Это здание представляет собой типичный образец современной архитектуры.
Цирк 47;5.0;3;3;2;У этого здания отличная архитектура.
Больница 9;2.9;1;1;2;Мне нравится дизайн этого здания.
Гараж 6;1.6;5;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 40;0.1;3;5;4;У этого здания отличная архитектура.
Театр 40;2.2;4;1;5;У этого здания отличная архитектура.
Бункер 39;0.5;3;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Путепровод 49;3.4;2;4;1;Это здание очень функционально.
Академия 83;1.3;2;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Сеть 95;2.8;1;3;3;Это здание не имеет особых архитектурных особенностей.
Супермаркет 25;4.8;1;5;4;Это здание очень функционально.
Мансарда 79;1.1;2;5;3;Это здание построено из стандартных строительных материалов.
Цирк 11;4.0;5;2;4;Это великолепное здание!
Термитник 49;2.7;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Хаус 80;0.2;3;2;1;Это здание построено из стандартных строительных материалов.
Верблюжатник 72;1.2;2;4;3;Это здание имеет стандартную конструкцию.
Улей 62;1.2;5;1;1;Это здание является примером функционального дизайна.
Дуплянка 76;4.9;3;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 47;2.5;2;2;3;Мне нравится дизайн этого здания.
Мостки 79;0.3;1;1;4;Это здание построено из стандартных строительных материалов.
Путепровод 49;3.7;5;2;1;Это здание имеет стандартную конструкцию.
Архив 58;4.8;5;1;1;Это здание является примером функционального дизайна.
Верфь 76;2.9;2;1;5;Это здание не имеет особых архитектурных особенностей.
Чердак 89;3.9;4;1;3;Это здание очень функционально.
Театр 95;3.0;5;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Утятник 39;1.0;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Логово 46;4.3;3;3;1;Это здание представляет собой типичный образец современной архитектуры.
Гусятник 3;3.0;3;1;5;У этого здания отличная архитектура.
 Вилла 78;4.1;3;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 89;4.9;2;2;2;Мне нравится дизайн этого здания.
Убежище 86;3.7;4;2;3;У этого здания отличная архитектура.
Путепровод 49;1.9;5;4;2;Это здание не имеет особых архитектурных особенностей.
Причал 21;1.2;2;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Коттедж 44;1.3;4;1;5;Мне нравится дизайн этого здания.
Верблюжатник 72;1.3;5;1;3;Это здание имеет стандартную конструкцию.
